time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/clip_range
15360,15,-13.959695789999998,5143,150.0,0.01,2,0.648929238319397,-2.0396995447576045,-0.015463401598390191,140,0.5261003215797245,0.0467250719666481,0.0003,0.0095779225,0.07333984375,0.2
16384,16,-13.37278799,5140,150.0,0.01,3,0.7778186798095703,-2.043351191282272,-0.0186239504837431,150,0.4333738451823592,0.08133237808942795,0.0003,0.008509002,0.057421875,0.2
17408,17,-13.303673279999998,5141,150.0,0.01,3,0.84303218126297,-2.030105348676443,-0.021728598113986662,160,0.31710244826972483,0.02467486262321472,0.0003,0.011804186,0.09814453125,0.2
18432,18,-13.106003429999998,5116,150.0,0.01,3,0.6741228103637695,-2.0510809406638146,-0.024480427437811158,170,0.43414052613079546,0.08386339247226715,0.0003,0.013911872,0.1322265625,0.2
19456,19,-12.366407480000003,5106,150.0,0.01,3,0.8072283864021301,-2.049773244559765,-0.018572325055720283,180,0.6047748998738826,0.029654674232006073,0.0003,0.01100225,0.11064453125,0.2
20480,20,-11.952152550000001,5099,150.0,0.02,4,0.876030683517456,-2.010077350586653,-0.02137272567488253,190,0.2535356109961867,0.03424076735973358,0.0003,0.012449928,0.13876953125,0.2
21504,21,-11.39735065,5104,150.0,0.02,4,0.5746409893035889,-1.9769892074167728,-0.02725843874795828,200,0.5343973104376346,0.08025467395782471,0.0003,0.014639034,0.17705078125,0.2
22528,22,-10.81089719,5093,150.0,0.02,4,0.7588455080986023,-1.9917108491063118,-0.022917247033910827,210,0.44976524002850055,0.0555841401219368,0.0003,0.0144916605,0.11533203125,0.2
23552,23,-9.796109070000002,5094,150.0,0.03,4,0.7851234674453735,-1.978962641209364,-0.021321811334928498,220,0.417957871966064,-0.0088554248213768,0.0003,0.010016156,0.1009765625,0.2
24576,24,-9.6572659,5099,150.0,0.03,4,0.5442178249359131,-1.913817259669304,-0.015273583203088493,230,0.47791946870274843,0.01967252790927887,0.0003,0.009733168,0.08291015625,0.2
25600,25,-8.92268367,5099,150.0,0.03,5,0.6380277872085571,-1.9671763055026532,-0.028995046083582564,240,0.4343770080246031,0.00617624819278717,0.0003,0.0152812395,0.18818359375,0.2
26624,26,-8.48045904,5098,150.0,0.03,5,0.8253361582756042,-1.9336394503712655,-0.01921192078734748,250,0.3908980868756771,0.03320847824215889,0.0003,0.012067143,0.124609375,0.2
27648,27,-7.9593422899999995,5101,150.0,0.02,5,0.6772858500480652,-1.918945664167404,-0.018459245224948972,260,0.3367675217334181,0.03493492305278778,0.0003,0.010821022,0.0892578125,0.2
28672,28,-8.211984320000001,5077,150.0,0.02,5,0.7786336541175842,-1.9290449053049088,-0.025797764718299733,270,0.3891537399031222,0.019924744963645935,0.0003,0.013024568,0.16767578125,0.2
29696,29,-7.72779618,5055,150.0,0.02,5,0.3022648096084595,-1.9205315664410592,-0.02536508193006739,280,0.5311400720849633,0.032728299498558044,0.0003,0.012436049,0.14697265625,0.2
30720,30,-7.59833529,5034,150.0,0.02,6,0.6754028797149658,-1.923112665116787,-0.02412845041253604,290,0.4129258882254362,0.05830657482147217,0.0003,0.01119644,0.0998046875,0.2
31744,31,-7.331586529999999,5015,150.0,0.03,6,0.6874567270278931,-1.954192677885294,-0.030057980021229013,300,0.2642760105896741,0.03480962663888931,0.0003,0.016757298,0.1751953125,0.2
32768,32,-7.176142580000001,4995,150.0,0.03,6,0.7065839171409607,-1.8990012191236019,-0.02034009807102848,310,0.36604457241483035,0.04298564791679382,0.0003,0.011621797,0.13310546875,0.2
33792,33,-7.217818220000001,4980,150.0,0.03,6,0.7204024791717529,-1.8713138289749622,-0.025768072792561724,320,0.2797927401028574,0.002504311501979828,0.0003,0.014332309,0.168359375,0.2
34816,34,-6.676267370000001,4931,150.0,0.04,7,0.7494129538536072,-1.811067894846201,-0.018206680976436473,330,0.46412984980270267,0.10459694266319275,0.0003,0.012446551,0.123046875,0.2
35840,35,-6.27467075,4920,150.0,0.05,7,0.1517409086227417,-1.82107312977314,-0.0208510787691921,340,0.6039962373673916,0.07163719087839127,0.0003,0.016183151,0.15283203125,0.2
36864,36,-5.96433257,4908,150.0,0.06,7,0.5119225978851318,-1.8616260319948197,-0.02634833865449764,350,0.49046957371756433,0.058252833783626556,0.0003,0.014292175,0.13759765625,0.2
37888,37,-6.48932871,4895,150.0,0.05,7,0.6875027418136597,-1.7977337390184402,-0.022614407615037635,360,0.47611998273059725,0.06024976074695587,0.0003,0.012836119,0.155859375,0.2
38912,38,-6.159079629999999,4883,150.0,0.05,7,0.70801842212677,-1.7493917547166347,-0.025304957063053735,370,0.3734282732475549,0.06622946262359619,0.0003,0.015354322,0.1236328125,0.2
39936,39,-5.1300393799999995,4872,150.0,0.07,8,0.6914558410644531,-1.787073764950037,-0.023696858264156618,380,0.3411860225256532,0.05161554366350174,0.0003,0.010514684,0.15322265625,0.2
40960,40,-5.080601059999999,4862,150.0,0.08,8,0.656852126121521,-1.785851752012968,-0.017070905538275838,390,0.4417684705462307,0.07380899041891098,0.0003,0.009696919,0.12490234375,0.2
41984,41,-4.94455222,4844,150.0,0.08,8,0.7789373993873596,-1.7258067801594734,-0.01749663657392375,400,0.3730352516286075,0.06244814395904541,0.0003,0.014819259,0.14248046875,0.2
43008,42,-4.58620933,4824,150.0,0.09,8,0.7957983016967773,-1.808735865354538,-0.02196248136460781,410,0.3300339611712843,0.00866987556219101,0.0003,0.013864122,0.16259765625,0.2
44032,43,-4.43310177,4801,150.0,0.09,9,0.5489335656166077,-1.7489415742456913,-0.023934433574322612,420,0.5203557991422713,0.09022911638021469,0.0003,0.013163105,0.13232421875,0.2
45056,44,-3.98735943,4779,150.0,0.09,9,0.879612147808075,-1.7162817269563675,-0.02828880893648602,430,0.36593693890608847,0.007923394441604614,0.0003,0.016103998,0.17734375,0.2
46080,45,-3.3570393200000006,4758,150.0,0.1,9,0.8510206937789917,-1.7311696216464043,-0.027769126498606057,440,0.29393548062071206,0.023803550750017166,0.0003,0.014357269,0.15517578125,0.2
47104,46,-2.4928153300000004,4759,150.0,0.12,9,0.5701220035552979,-1.7423565573990345,-0.018367717252112926,450,0.4915105646010488,0.02879011631011963,0.0003,0.00975308,0.1138671875,0.2
48128,47,-1.9291894000000003,4763,150.0,0.14,10,0.7361757755279541,-1.6842953070998192,-0.02206751033081673,460,0.545298894122243,0.07043801248073578,0.0003,0.009306338,0.12724609375,0.2
49152,48,-1.33840532,4762,150.0,0.16,10,0.6710118055343628,-1.6976200297474862,-0.028540363197680562,470,0.41099923378787934,0.13499292731285095,0.0003,0.018216468,0.21064453125,0.2
50176,49,-0.6622914299999998,4764,150.0,0.17,10,0.6762713193893433,-1.6853878200054169,-0.020891941500303803,480,0.6852530813775957,0.10121650993824005,0.0003,0.011880988,0.172265625,0.2
51200,50,-0.5737206899999999,4768,150.0,0.16,10,0.6683788299560547,-1.6357819072902202,-0.018886865585227498,490,0.563277384545654,0.14802339673042297,0.0003,0.012066,0.157421875,0.2
52224,51,0.15361810000000006,4774,150.0,0.18,10,0.6479739546775818,-1.6061671629548073,-0.019303481513634323,500,0.5383247932419181,0.1532500684261322,0.0003,0.014245812,0.11142578125,0.2
53248,52,0.74909301,4779,150.0,0.19,11,0.5407286882400513,-1.635462436825037,-0.02346603318292182,510,0.5421146648935974,0.06444242596626282,0.0003,0.018139135,0.16240234375,0.2
54272,53,1.4110697700000001,4784,150.0,0.23,11,0.8292577862739563,-1.5878263898193836,-0.01967807181790704,520,0.575366478972137,0.1545734703540802,0.0003,0.010988317,0.15556640625,0.2
55296,54,1.39937605,4790,150.0,0.22,11,0.6848441958427429,-1.5617511972784996,-0.012604135333094745,530,0.7419055894948542,0.15155261754989624,0.0003,0.010287924,0.084375,0.2
56320,55,1.8018623600000003,4796,150.0,0.22,11,0.7188959121704102,-1.5987332992255687,-0.020010996382916348,540,0.6439633331261575,0.08758659660816193,0.0003,0.01547763,0.16591796875,0.2
57344,56,2.47167753,4801,150.0,0.24,11,0.6052166223526001,-1.6035674273967744,-0.026043588371248916,550,0.5317944867536426,0.10274596512317657,0.0003,0.014493286,0.210546875,0.2
58368,57,3.1788561800000004,4806,150.0,0.26,12,0.780450701713562,-1.5436696730554105,-0.018553349695866927,560,0.570167198125273,0.10637560486793518,0.0003,0.01542337,0.12236328125,0.2
59392,58,3.6999590199999997,4811,150.0,0.28,12,0.7008432745933533,-1.5612975046038629,-0.018514610175043345,570,0.6278680800460279,0.18984098732471466,0.0003,0.010426642,0.1228515625,0.2
60416,59,4.2126179399999995,4814,150.0,0.32,12,0.8589773774147034,-1.5662584483623505,-0.016502037853933872,580,0.6458868728019297,0.1387796700000763,0.0003,0.0148260165,0.11171875,0.2
61440,60,4.09098572,4818,150.0,0.32,12,0.585473358631134,-1.5693229816854,-0.016198804310988635,590,0.8901744674891233,0.1298743635416031,0.0003,0.010081705,0.131640625,0.2
62464,61,3.41305929,4823,150.0,0.28,12,0.7858486771583557,-1.5430315412580966,-0.016396413184702398,600,0.8054079193621874,0.1633884459733963,0.0003,0.012446562,0.12705078125,0.2
63488,62,3.58976279,4827,150.0,0.29,13,0.6211461424827576,-1.5845335967838765,-0.022248271037824452,610,0.9872256012633442,0.1652432084083557,0.0003,0.0154623855,0.15419921875,0.2
64512,63,2.8772071100000005,4832,150.0,0.28,13,0.8643720149993896,-1.482852892577648,-0.014934289912343957,620,0.8465439053252339,0.16467803716659546,0.0003,0.015878718,0.13515625,0.2
65536,64,3.0541906699999997,4836,150.0,0.3,13,0.8822329640388489,-1.4815673016011714,-0.014919326012022793,630,0.7780016183853149,0.13758397102355957,0.0003,0.012312947,0.1013671875,0.2
66560,65,3.38544898,4840,150.0,0.32,13,0.8204796314239502,-1.50147887468338,-0.01644623824977316,640,1.175813926756382,0.3352382481098175,0.0003,0.01196993,0.11142578125,0.2
67584,66,3.67561562,4843,150.0,0.32,13,0.8858433961868286,-1.4836108267307282,-0.013011656678281724,650,1.1666999951004982,0.5799269080162048,0.0003,0.018136375,0.11357421875,0.2
68608,67,3.7289321099999997,4830,150.0,0.33,14,0.7887328863143921,-1.568229789286852,-0.028073716073413378,660,0.734685720037669,0.038472216576337814,0.0003,0.014055755,0.15625,0.2
69632,68,3.3795251400000006,4830,150.0,0.31,14,0.7933152914047241,-1.4590476788580418,-0.019706662005046383,670,0.8206460767425596,0.09157924354076385,0.0003,0.012039357,0.12451171875,0.2
70656,69,3.4512354199999997,4832,150.0,0.31,14,0.9158886671066284,-1.5273156560957433,-0.020344801398459823,680,0.6690460942685604,0.24230661988258362,0.0003,0.01402996,0.1294921875,0.2
71680,70,3.51670356,4836,150.0,0.31,14,0.8083624839782715,-1.5172640182077886,-0.02305429197731428,690,0.7354810778051615,0.0760631263256073,0.0003,0.017307816,0.144140625,0.2
72704,71,2.8507410300000005,4840,150.0,0.3,15,0.8299770355224609,-1.4541368193924427,-0.01578419244324323,700,1.0032094522379338,0.1725577414035797,0.0003,0.012930744,0.14404296875,0.2
73728,72,2.4454537299999997,4843,150.0,0.29,15,0.8746943473815918,-1.5213007390499116,-0.026400285912677644,710,0.7700360357761383,0.08910459280014038,0.0003,0.016819447,0.17109375,0.2
74752,73,1.93907723,4847,150.0,0.27,15,0.8530375957489014,-1.491763911396265,-0.02154845012992155,720,0.5693933526054025,0.04847906529903412,0.0003,0.01815974,0.16025390625,0.2
75776,74,2.0895543100000005,4848,150.0,0.26,15,0.7895340919494629,-1.4355356246232986,-0.012053423284669407,730,0.9121589593589305,0.14429384469985962,0.0003,0.012987825,0.1435546875,0.2
76800,75,2.5982080899999995,4850,150.0,0.27,15,0.894322395324707,-1.4670698523521424,-0.010681453224970027,740,1.0347542088478803,0.31579071283340454,0.0003,0.012740271,0.11396484375,0.2
77824,76,2.76105163,4854,150.0,0.29,16,0.8582425117492676,-1.425323301553726,-0.016322052900795823,750,0.8475921211764217,0.2628594636917114,0.0003,0.015459333,0.17783203125,0.2
78848,77,2.79545557,4856,150.0,0.3,16,0.812688946723938,-1.4234171040356158,-0.015435738564701752,760,0.9363637825474143,0.15144573152065277,0.0003,0.012165384,0.160546875,0.2
79872,78,3.7342900600000006,4857,150.0,0.34,16,0.8837226629257202,-1.4867620855569839,-0.01961900229216553,770,0.7972876522690058,0.21158179640769958,0.0003,0.015182385,0.19267578125,0.2
80896,79,3.4327456600000006,4860,150.0,0.31,16,0.8876830339431763,-1.3936255730688571,-0.012880615051835775,780,0.8955082977190614,0.14519594609737396,0.0003,0.011906468,0.15361328125,0.2
81920,80,3.2811884300000003,4863,150.0,0.3,16,0.8512395024299622,-1.418773677200079,-0.015497661399422213,790,0.8048956382088364,0.09881393611431122,0.0003,0.012865065,0.1650390625,0.2
82944,81,3.80364644,4867,150.0,0.35,17,0.909461259841919,-1.3843828931450843,-0.012688034464372323,800,0.6251613612286746,0.14969800412654877,0.0003,0.012166121,0.15654296875,0.2
83968,82,3.86711638,4869,150.0,0.34,17,0.7551168203353882,-1.456316213309765,-0.015669661018182523,810,1.3858086688444018,0.2747494578361511,0.0003,0.012694842,0.13173828125,0.2
84992,83,3.9990482099999998,4871,150.0,0.36,17,0.8605396151542664,-1.4308608889579773,-0.021534469263860954,820,0.8685541571117937,0.2065991461277008,0.0003,0.016053502,0.15009765625,0.2
86016,84,3.74883963,4874,150.0,0.38,17,0.8711456060409546,-1.3838185392320157,-0.013326367223635316,830,0.8138486203737557,0.08367553353309631,0.0003,0.013451551,0.14169921875,0.2
87040,85,4.72680403,4876,150.0,0.42,17,0.887571394443512,-1.4606020003557205,-0.01864785624202341,840,0.9638421846553683,0.17932932078838348,0.0003,0.017228525,0.1474609375,0.2
88064,86,4.162827490000001,4879,150.0,0.42,18,0.9132430553436279,-1.3710081353783607,-0.01571470623894129,850,0.7828583897091448,0.20605182647705078,0.0003,0.013286872,0.11650390625,0.2
89088,87,5.22335834,4881,150.0,0.46,18,0.8827905654907227,-1.4742348954081534,-0.0133776710863458,860,0.9731350027956068,0.11462406069040298,0.0003,0.015320269,0.1603515625,0.2
90112,88,5.1793257299999995,4884,150.0,0.45,18,0.9344003796577454,-1.3612844556570054,-0.018108147481689228,870,0.9913197160698474,0.20507755875587463,0.0003,0.012041175,0.1240234375,0.2
91136,89,5.399430300000001,4886,150.0,0.46,18,0.9103677272796631,-1.3786381147801876,-0.01141693212557584,880,1.2028688019141556,0.25353482365608215,0.0003,0.010663729,0.173828125,0.2
92160,90,5.13444434,4887,150.0,0.47,18,0.9178337454795837,-1.454207919538021,-0.012339777569286526,890,1.1921886198222638,0.18442869186401367,0.0003,0.01067999,0.115625,0.2
93184,91,4.74709928,4880,150.0,0.45,19,0.9320899844169617,-1.4061801359057426,-0.014531755636562593,900,0.928422834072262,0.15143927931785583,0.0003,0.014534111,0.12421875,0.2
94208,92,4.90144388,4880,150.0,0.44,19,0.9119022488594055,-1.3505668848752976,-0.017847938812337816,910,1.395550273731351,0.38040152192115784,0.0003,0.014974384,0.15546875,0.2
95232,93,4.944124670000001,4882,150.0,0.44,19,0.9253770112991333,-1.4141597479581833,-0.018417218961985782,920,1.4903897386044265,0.3370833098888397,0.0003,0.020408414,0.15078125,0.2
96256,94,5.38334605,4883,150.0,0.48,19,0.8555572032928467,-1.3941664569079877,-0.022682620323030277,930,1.2317121174186467,0.16830767691135406,0.0003,0.015957326,0.15419921875,0.2
97280,95,5.1093091,4886,150.0,0.47,19,0.9078353047370911,-1.3836370572447776,-0.01608281228400301,940,1.3420244162902235,0.2565416693687439,0.0003,0.013301998,0.137890625,0.2
98304,96,4.679050459999999,4888,150.0,0.46,20,0.9227125644683838,-1.2983448557555675,-0.02236348214210011,950,1.1231257917359472,0.2327708899974823,0.0003,0.018268842,0.15244140625,0.2
99328,97,4.179140139999999,4891,150.0,0.44,20,0.9324901103973389,-1.3838747590780258,-0.022448126631206832,960,1.005040452349931,0.24818871915340424,0.0003,0.0134553285,0.15908203125,0.2
100352,98,3.7800814299999996,4893,150.0,0.4,20,0.86246657371521,-1.3846249878406525,-0.01428606936824508,970,0.9246831692755222,0.20049303770065308,0.0003,0.0135172205,0.172265625,0.2
