time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/entropy_loss,train/policy_loss,train/explained_variance,train/value_loss,train/learning_rate,train/n_updates,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean
3920,9822,0,196,-2.0510056018829346,-0.01239409763365984,0.2301044464111328,0.0044744135811924934,0.0007,195,0.0,-23.95494194117647,196.76470588235293
3940,9822,0,197,-2.034747362136841,2.1170380115509033,0.2762598991394043,4.5189619064331055,0.0007,196,0.0,-23.95494194117647,196.76470588235293
3960,9819,0,198,-2.027209758758545,-0.002381840255111456,0.9986335635185242,0.00606293510645628,0.0007,197,0.0,-24.091406749999997,197.15
3980,9819,0,199,-1.998853325843811,3.706841230392456,0.7730436325073242,7.375065803527832,0.0007,198,0.0,-24.091406749999997,197.15
4000,9738,0,200,-1.9720849990844727,-0.22615742683410645,0.07639336585998535,0.020208142697811127,0.0007,199,0.0,-24.091406749999997,197.15
4020,9737,0,201,-1.9918750524520874,-0.2900029122829437,0.14199334383010864,0.023188840597867966,0.0007,200,0.0,-24.091406749999997,197.15
4040,9735,0,202,-1.9744389057159424,-0.27328142523765564,0.32750755548477173,0.02265843376517296,0.0007,201,0.0,-24.091406749999997,197.15
4060,9735,0,203,-1.9678449630737305,-0.26131993532180786,0.5191642045974731,0.024956529960036278,0.0007,202,0.0,-24.091406749999997,197.15
4080,9738,0,204,-1.9863027334213257,-0.2793906331062317,0.6976791620254517,0.030904605984687805,0.0007,203,0.0,-24.091406749999997,197.15
4100,9739,0,205,-2.0071616172790527,-0.3304261267185211,0.7842587828636169,0.03794669359922409,0.0007,204,0.0,-24.091406749999997,197.15
4120,9739,0,206,-1.9869283437728882,-0.12180866301059723,0.8257578611373901,0.047474734485149384,0.0007,205,0.0,-24.091406749999997,197.15
4140,9734,0,207,-1.9851319789886475,0.24636928737163544,0.9834105372428894,0.024767696857452393,0.0007,206,0.0,-24.091406749999997,197.15
4160,9735,0,208,-1.9977428913116455,0.04269471764564514,0.9706394076347351,0.012882238253951073,0.0007,207,0.0,-24.091406749999997,197.15
4180,9735,0,209,-2.00127911567688,-0.30938491225242615,0.9401785731315613,0.02818503975868225,0.0007,208,0.0,-24.091406749999997,197.15
4200,9737,0,210,-1.9914153814315796,-0.332763671875,0.9271079897880554,0.035531483590602875,0.0007,209,0.0,-24.091406749999997,197.15
4220,9740,0,211,-1.98737370967865,-0.2901318371295929,0.9357889294624329,0.02496480569243431,0.0007,210,0.0,-24.091406749999997,197.15
4240,9744,0,212,-1.986149549484253,-0.21948686242103577,0.9437022805213928,0.01802452653646469,0.0007,211,0.0,-24.091406749999997,197.15
4260,9741,0,213,-1.9990684986114502,-0.17372578382492065,0.9351135492324829,0.009598852135241032,0.0007,212,0.0,-24.091406749999997,197.15
4280,9741,0,214,-1.9958000183105469,-0.105547234416008,0.8530140519142151,0.007120715919882059,0.0007,213,0.0,-24.091406749999997,197.15
4300,9743,0,215,-2.006201982498169,-0.03888552263379097,0.92772376537323,0.0012503450270742178,0.0007,214,0.0,-24.091406749999997,197.15
4320,9741,0,216,-2.016174793243408,-0.07237032800912857,0.8560006618499756,0.0022237806115299463,0.0007,215,0.0,-24.091406749999997,197.15
4340,9735,0,217,-1.9976043701171875,0.0009337894734926522,0.934191107749939,0.0004594216588884592,0.0007,216,0.0,-24.091406749999997,197.15
4360,9735,0,218,-1.9929345846176147,0.05119599029421806,0.9143431186676025,0.0008920089458115399,0.0007,217,0.0,-24.091406749999997,197.15
4380,9737,0,219,-2.00117826461792,-0.007238639052957296,0.8370692729949951,0.0016051155980676413,0.0007,218,0.0,-24.091406749999997,197.15
4400,9739,0,220,-2.011793375015259,0.04136975482106209,0.6514642834663391,0.002029057126492262,0.0007,219,0.0,-24.091406749999997,197.15
4420,9731,0,221,-2.0094962120056152,0.0844251736998558,0.8579921126365662,0.002183397999033332,0.0007,220,0.0,-24.091406749999997,197.15
4440,9733,0,222,-2.0136466026306152,0.08054077625274658,-0.2103586196899414,0.0025264404248446226,0.0007,221,0.0,-24.091406749999997,197.15
4460,9734,0,223,-2.0210986137390137,0.0738440752029419,0.5095147490501404,0.0030339485965669155,0.0007,222,0.0,-24.091406749999997,197.15
4480,9734,0,224,-2.020662307739258,0.07369835674762726,0.516953706741333,0.0026037872303277254,0.0007,223,0.0,-24.091406749999997,197.15
4500,9732,0,225,-2.0350518226623535,0.06178389862179756,-0.6829732656478882,0.0017886906862258911,0.0007,224,0.0,-24.091406749999997,197.15
4520,9732,0,226,-2.0357143878936768,0.05437929555773735,0.1884503960609436,0.0035602464340627193,0.0007,225,0.0,-24.091406749999997,197.15
4540,9733,0,227,-2.048893690109253,-0.05691361427307129,-0.41508686542510986,0.0026431542355567217,0.0007,226,0.0,-24.091406749999997,197.15
4560,9735,0,228,-2.0388894081115723,0.021143699064850807,0.29163801670074463,0.0015189528930932283,0.0007,227,0.0,-24.091406749999997,197.15
4580,9736,0,229,-2.0430521965026855,0.06265593320131302,0.39996880292892456,0.001215692376717925,0.0007,228,0.0,-24.091406749999997,197.15
4600,9737,0,230,-2.0543642044067383,0.01335754431784153,0.5588381886482239,0.0009373939828947186,0.0007,229,0.0,-24.091406749999997,197.15
4620,9739,0,231,-2.053077220916748,-0.0277172289788723,-0.14816582202911377,0.001365962321870029,0.0007,230,0.0,-24.091406749999997,197.15
4640,9741,0,232,-2.0487561225891113,0.015422731637954712,0.5044152736663818,0.0008384184911847115,0.0007,231,0.0,-24.091406749999997,197.15
4660,9738,0,233,-2.0431618690490723,0.017367839813232422,0.5043295621871948,0.0004362982581369579,0.0007,232,0.0,-24.091406749999997,197.15
4680,9740,0,234,-2.045041561126709,-0.04211492836475372,0.021117091178894043,0.00282519799657166,0.0007,233,0.0,-24.091406749999997,197.15
4700,9742,0,235,-2.0536911487579346,-0.0015669211279600859,0.5956870317459106,0.0015324123669415712,0.0007,234,0.0,-24.091406749999997,197.15
4720,9743,0,236,-2.0539588928222656,-0.009468669071793556,0.6307931542396545,0.0006226982222869992,0.0007,235,0.0,-24.11583680952381,197.28571428571428
4740,9745,0,237,-2.047147274017334,1.7908140420913696,0.4975818395614624,2.7789649963378906,0.0007,236,0.0,-24.11583680952381,197.28571428571428
4760,9741,0,238,-2.0613818168640137,-0.1563737392425537,0.9990355968475342,0.012345531955361366,0.0007,237,0.0,-23.962949333333338,197.625
4780,9743,0,239,-2.032604694366455,-0.15473493933677673,0.9992362856864929,0.012614021077752113,0.0007,238,0.0,-23.962949333333338,197.625
4800,9744,0,240,-1.9890295267105103,-0.17596332728862762,0.08121347427368164,0.009630367159843445,0.0007,239,0.0,-23.962949333333338,197.625
4820,9746,0,241,-1.9958518743515015,-0.24495430290699005,0.12552988529205322,0.01837335340678692,0.0007,240,0.0,-23.962949333333338,197.625
4840,9743,0,242,-2.00644588470459,-0.2600533366203308,0.43317270278930664,0.020129498094320297,0.0007,241,0.0,-23.962949333333338,197.625
4860,9744,0,243,-2.010547161102295,-0.25680792331695557,0.40145593881607056,0.024274494498968124,0.0007,242,0.0,-23.962949333333338,197.625
4880,9746,0,244,-2.0163092613220215,-0.2866304814815521,0.665937066078186,0.025676826015114784,0.0007,243,0.0,-23.962949333333338,197.625
4900,9749,0,245,-2.020461320877075,-0.19040539860725403,0.8503384590148926,0.015017767436802387,0.0007,244,0.0,-23.962949333333338,197.625
4920,9750,0,246,-2.020169734954834,-0.05638855695724487,0.8933566212654114,0.015110482461750507,0.0007,245,0.0,-23.962949333333338,197.625
4940,9752,0,247,-2.031818389892578,0.18546490371227264,0.9770311713218689,0.018223535269498825,0.0007,246,0.0,-23.962949333333338,197.625
4960,9754,0,248,-2.025134563446045,0.2792339324951172,0.9759743213653564,0.025914330035448074,0.0007,247,0.0,-23.962949333333338,197.625
4980,9756,0,249,-2.0347983837127686,-0.005007441155612469,0.9975783824920654,0.0006476489943452179,0.0007,248,0.0,-23.962949333333338,197.625
5000,9758,0,250,-2.0412745475769043,-0.06315408647060394,0.9954764246940613,0.00241354969330132,0.0007,249,0.0,-23.962949333333338,197.625
